zipcode,GEOID20,weather_name,cwa,overlap_cells,area_m2_approx
15723,15723,Indiana,PBZ,3,2211982.792783253
15727,15727,Indiana,PBZ,6,4423965.585566506
15641,15641,Westmoreland,PBZ,1,737327.5975944176
15733,15733,Jefferson,PBZ,1,737327.5975944176
15734,15734,Indiana,PBZ,3,2211982.792783253
15613,15613,Armstrong,PBZ,77,56774225.01477016
15613,15613,Westmoreland,PBZ,127,93640604.89449105
15618,15618,Armstrong,PBZ,64,47188966.24604273
15618,15618,Indiana,PBZ,8,5898620.780755341
15618,15618,Westmoreland,PBZ,31,22857155.525426947
15627,15627,Westmoreland,PBZ,75,55299569.81958132
15627,15627,Westmoreland Ridges,PBZ,32,23594483.123021364
15554,15554,Bedford,CTP,124,91428622.10170779
15555,15555,Somerset,CTP,2,1474655.1951888353
15557,15557,Somerset,CTP,318,234470176.03502482
15557,15557,Fayette Ridges,PBZ,4,2949310.3903776705
15558,15558,Somerset,CTP,123,90691294.50411338
15561,15561,Somerset,CTP,1,737327.5975944176
15563,15563,Somerset,CTP,196,144516209.12850586
15737,15737,Cambria,CTP,4,2949310.3903776705
15860,15860,Clarion,PBZ,11,8110603.573538594
15860,15860,Elk,CTP,207,152626812.70204446
15860,15860,Jefferson,PBZ,240,176958623.42266023
15560,15560,Somerset,CTP,1,737327.5975944176
15564,15564,Somerset,CTP,2,1474655.1951888353
15741,15741,Indiana,PBZ,4,2949310.3903776705
15742,15742,Clearfield,CTP,7,5161293.183160923
15742,15742,Indiana,PBZ,92,67834138.97868642
15745,15745,Higher Elevations of Indiana,PBZ,6,4423965.585566506
15863,15863,Jefferson,PBZ,1,737327.5975944176
15672,15672,Westmoreland,PBZ,39,28755776.306182288
15746,15746,Indiana,PBZ,8,5898620.780755341
15865,15865,Clearfield,CTP,2,1474655.1951888353
15865,15865,Jefferson,PBZ,7,5161293.183160923
15866,15866,Clearfield,CTP,4,2949310.3903776705
15906,15906,Cambria,CTP,97,71520776.9666585
15747,15747,Indiana,PBZ,114,84055346.12576361
15750,15750,Indiana,PBZ,3,2211982.792783253
15661,15661,Westmoreland,PBZ,2,1474655.1951888353
15663,15663,Westmoreland,PBZ,4,2949310.3903776705
15754,15754,Indiana,PBZ,2,1474655.1951888353
15756,15756,Indiana,PBZ,5,3686637.987972088
15901,15901,Cambria,CTP,6,4423965.585566506
15611,15611,Westmoreland,PBZ,2,1474655.1951888353
15673,15673,Armstrong,PBZ,2,1474655.1951888353
15686,15686,Armstrong,PBZ,41,30230431.501371123
15696,15696,Westmoreland,PBZ,1,737327.5975944176
15711,15711,Jefferson,PBZ,4,2949310.3903776705
15714,15714,Cambria,CTP,62,45714311.05085389
15714,15714,Higher Elevations of Indiana,PBZ,53,39078362.672504134
15722,15722,Cambria,CTP,81,59723535.40514783
15738,15738,Cambria,CTP,8,5898620.780755341
15757,15757,Clearfield,CTP,277,204239744.53365368
15757,15757,Indiana,PBZ,16,11797241.561510682
15729,15729,Indiana,PBZ,64,47188966.24604273
15675,15675,Westmoreland,PBZ,3,2211982.792783253
15676,15676,Westmoreland,PBZ,3,2211982.792783253
15679,15679,Westmoreland,PBZ,78,57511552.612364575
15760,15760,Cambria,CTP,4,2949310.3903776705
15761,15761,Higher Elevations of Indiana,PBZ,2,1474655.1951888353
15764,15764,Jefferson,PBZ,6,4423965.585566506
15678,15678,Westmoreland,PBZ,3,2211982.792783253
15772,15772,Indiana,PBZ,109,80368708.13779151
15772,15772,Jefferson,PBZ,4,2949310.3903776705
15615,15615,Westmoreland,PBZ,2,1474655.1951888353
15617,15617,Westmoreland,PBZ,3,2211982.792783253
15681,15681,Indiana,PBZ,104,76682070.14981943
15681,15681,Westmoreland,PBZ,89,65622156.18590317
15684,15684,Westmoreland,PBZ,9,6635948.378349759
15688,15688,Westmoreland,PBZ,7,5161293.183160923
15689,15689,Westmoreland,PBZ,1,737327.5975944176
15773,15773,Cambria,CTP,5,3686637.987972088
15856,15856,Clearfield,CTP,144,106175174.05359614
15870,15870,Elk,CTP,381,280921814.6834731
15870,15870,McKean,CTP,25,18433189.93986044
15928,15928,Somerset,CTP,23,16958534.744671606
15938,15938,Blair,CTP,2,1474655.1951888353
15938,15938,Cambria,CTP,80,58986207.80755341
15853,15853,Elk,CTP,493,363502505.6140479
15853,15853,Jefferson,PBZ,31,22857155.525426947
15861,15861,Cameron,CTP,222,163686726.66596073
15774,15774,Armstrong,PBZ,106,78156725.34500827
15774,15774,Indiana,PBZ,86,63410173.39311992
15775,15775,Cambria,CTP,5,3686637.987972088
15776,15776,Jefferson,PBZ,10,7373275.975944176
15921,15921,Cambria,CTP,1,737327.5975944176
15620,15620,Westmoreland,PBZ,4,2949310.3903776705
15622,15622,Somerset,CTP,43,31705086.69655996
15622,15622,Fayette Ridges,PBZ,45,33179741.891748793
15622,15622,Westmoreland Ridges,PBZ,36,26543793.513399035
15777,15777,Indiana,PBZ,3,2211982.792783253
15778,15778,Jefferson,PBZ,3,2211982.792783253
15922,15922,Cambria,CTP,1,737327.5975944176
15923,15923,Westmoreland Ridges,PBZ,91,67096811.381092004
15929,15929,Higher Elevations of Indiana,PBZ,3,2211982.792783253
15930,15930,Cambria,CTP,1,737327.5975944176
15937,15937,Somerset,CTP,6,4423965.585566506
15951,15951,Cambria,CTP,5,3686637.987972088
16020,16020,Butler,PBZ,94,69308794.17387526
15623,15623,Westmoreland,PBZ,5,3686637.987972088
15692,15692,Westmoreland,PBZ,1,737327.5975944176
15693,15693,Westmoreland,PBZ,3,2211982.792783253
15697,15697,Westmoreland,PBZ,7,5161293.183160923
15698,15698,Westmoreland,PBZ,4,2949310.3903776705
15780,15780,Jefferson,PBZ,5,3686637.987972088
15781,15781,Jefferson,PBZ,4,2949310.3903776705
15625,15625,Westmoreland,PBZ,3,2211982.792783253
15626,15626,Westmoreland,PBZ,14,10322586.366321847
15695,15695,Westmoreland,PBZ,2,1474655.1951888353
15783,15783,Indiana,PBZ,4,2949310.3903776705
15784,15784,Jefferson,PBZ,1,737327.5975944176
15821,15821,Elk,CTP,118,87004656.51614128
16023,16023,Butler,PBZ,92,67834138.97868642
16037,16037,Beaver,PBZ,5,3686637.987972088
16037,16037,Butler,PBZ,104,76682070.14981943
16037,16037,Lawrence,PBZ,10,7373275.975944176
16040,16040,Butler,PBZ,68,50138276.6364204
16050,16050,Butler,PBZ,70,51612931.831609234
16061,16061,Butler,PBZ,149,109861812.04156822
16066,16066,Butler,PBZ,76,56036897.41717574
16105,16105,Lawrence,PBZ,94,69308794.17387526
16110,16110,Crawford,CLE,21,15483879.54948277
16110,16110,Mercer,PBZ,7,5161293.183160923
16038,16038,Butler,PBZ,97,71520776.9666585
16038,16038,Venango,PBZ,61,44976983.453259476
15942,15942,Cambria,CTP,61,44976983.453259476
15943,15943,Cambria,CTP,73,53824914.62439249
15629,15629,Westmoreland,PBZ,1,737327.5975944176
15710,15710,Higher Elevations of Indiana,PBZ,6,4423965.585566506
15827,15827,Elk,CTP,1,737327.5975944176
15832,15832,Cameron,CTP,346,255115348.7676685
15832,15832,Elk,CTP,43,31705086.69655996
15834,15834,Cameron,CTP,706,520553283.90165883
15945,15945,Cambria,CTP,1,737327.5975944176
15631,15631,Fayette,PBZ,2,1474655.1951888353
15712,15712,Indiana,PBZ,6,4423965.585566506
15713,15713,Indiana,PBZ,4,2949310.3903776705
15715,15715,Jefferson,PBZ,2,1474655.1951888353
16211,16211,Indiana,PBZ,4,2949310.3903776705
16730,16730,McKean,CTP,3,2211982.792783253
16617,16617,Blair,CTP,5,3686637.987972088
16732,16732,McKean,CTP,21,15483879.54948277
16619,16619,Cambria,CTP,2,1474655.1951888353
16638,16638,Huntingdon,CTP,3,2211982.792783253
16802,16802,Southern Centre,CTP,4,2949310.3903776705
16821,16821,Clearfield,CTP,5,3686637.987972088
16223,16223,Armstrong,PBZ,7,5161293.183160923
16230,16230,Clarion,PBZ,2,1474655.1951888353
16645,16645,Clearfield,CTP,7,5161293.183160923
16825,16825,Clearfield,CTP,2,1474655.1951888353
16826,16826,Southern Centre,CTP,7,5161293.183160923
16244,16244,Armstrong,PBZ,7,5161293.183160923
16245,16245,Armstrong,PBZ,5,3686637.987972088
16837,16837,Clearfield,CTP,4,2949310.3903776705
17325,17325,Adams,CTP,449,331060091.31989354
16331,16331,Clarion,PBZ,7,5161293.183160923
16840,16840,Clearfield,CTP,1,737327.5975944176
16843,16843,Clearfield,CTP,3,2211982.792783253
16332,16332,Clarion,PBZ,14,10322586.366321847
16849,16849,Clearfield,CTP,14,10322586.366321847
16851,16851,Southern Centre,CTP,5,3686637.987972088
16132,16132,Lawrence,PBZ,8,5898620.780755341
16343,16343,Venango,PBZ,19,14009224.354293935
16670,16670,Bedford,CTP,2,1474655.1951888353
16854,16854,Southern Centre,CTP,10,7373275.975944176
16868,16868,Southern Centre,CTP,5,3686637.987972088
16136,16136,Beaver,PBZ,2,1474655.1951888353
16677,16677,Northern Centre,CTP,11,8110603.573538594
16876,16876,Clearfield,CTP,3,2211982.792783253
16422,16422,Crawford,CLE,6,4423965.585566506
16920,16920,Tioga,CTP,34,25069138.3182102
17331,17331,Adams,CTP,105,77419397.74741384
17331,17331,York,CTP,166,122396381.20067333
16022,16022,Butler,PBZ,3,2211982.792783253
17340,17340,Adams,CTP,140,103225863.66321847
16501,16501,Northern Erie,CLE,2,1474655.1951888353
16027,16027,Butler,PBZ,4,2949310.3903776705
17324,17324,Adams,CTP,62,45714311.05085389
17324,17324,Cumberland,CTP,126,92903277.29689662
16507,16507,Northern Erie,CLE,6,4423965.585566506
16029,16029,Butler,PBZ,4,2949310.3903776705
16035,16035,Butler,PBZ,3,2211982.792783253
16048,16048,Butler,PBZ,9,6635948.378349759
16160,16160,Lawrence,PBZ,3,2211982.792783253
16725,16725,McKean,CTP,3,2211982.792783253
16727,16727,McKean,CTP,14,10322586.366321847
16950,16950,Potter,CTP,68,50138276.6364204
16950,16950,Tioga,CTP,330,243318107.2061578
17002,17002,Huntingdon,CTP,43,31705086.69655996
17002,17002,Mifflin,CTP,9,6635948.378349759
17005,17005,Dauphin,CTP,2,1474655.1951888353
17007,17007,Cumberland,CTP,62,45714311.05085389
17099,17099,Mifflin,CTP,5,3686637.987972088
17104,17104,Dauphin,CTP,25,18433189.93986044
17318,17318,York,CTP,3,2211982.792783253
17320,17320,Adams,CTP,205,151152157.5068556
16502,16502,Northern Erie,CLE,10,7373275.975944176
16503,16503,Northern Erie,CLE,9,6635948.378349759
16504,16504,Southern Erie,CLE,2,1474655.1951888353
16504,16504,Northern Erie,CLE,8,5898620.780755341
16505,16505,Northern Erie,CLE,39,28755776.306182288
16506,16506,Southern Erie,CLE,21,15483879.54948277
16506,16506,Northern Erie,CLE,27,19907845.135049276
17113,17113,Dauphin,CTP,15,11059913.963916264
17120,17120,Dauphin,CTP,1,737327.5975944176
17201,17201,Franklin,CTP,69,50875604.23401482
17211,17211,Bedford,CTP,100,73732759.75944176
17236,17236,Franklin,CTP,432,318525522.1607884
17236,17236,Fulton,CTP,20,14746551.951888353
17237,17237,Franklin,CTP,8,5898620.780755341
17267,17267,Fulton,CTP,347,255852676.36526293
15953,15953,Somerset,CTP,4,2949310.3903776705
15956,15956,Cambria,CTP,29,21382500.33023811
15961,15961,Cambria,CTP,24,17695862.342266023
15961,15961,Higher Elevations of Indiana,PBZ,32,23594483.123021364
15963,15963,Bedford,CTP,1,737327.5975944176
15963,15963,Cambria,CTP,81,59723535.40514783
15963,15963,Somerset,CTP,238,175483968.2274714
16030,16030,Butler,PBZ,4,2949310.3903776705
16033,16033,Butler,PBZ,106,78156725.34500827
16045,16045,Butler,PBZ,3,2211982.792783253
16510,16510,Southern Erie,CLE,86,63410173.39311992
16510,16510,Northern Erie,CLE,24,17695862.342266023
16563,16563,Southern Erie,CLE,1,737327.5975944176
16613,16613,Blair,CTP,37,27281121.110993452
16613,16613,Cambria,CTP,75,55299569.81958132
16616,16616,Clearfield,CTP,6,4423965.585566506
16620,16620,Clearfield,CTP,2,1474655.1951888353
17268,17268,Franklin,CTP,281,207189054.92403135
17202,17202,Franklin,CTP,417,307465608.1968722
17212,17212,Fulton,CTP,127,93640604.89449105
17213,17213,Huntingdon,CTP,134,98801898.07765196
17214,17214,Franklin,CTP,13,9585258.76872743
17217,17217,Franklin,CTP,15,11059913.963916264
17219,17219,Franklin,CTP,47,34654397.08693763
16046,16046,Allegheny,PBZ,14,10322586.366321847
16046,16046,Butler,PBZ,64,47188966.24604273
16049,16049,Armstrong,PBZ,35,25806465.915804617
16049,16049,Butler,PBZ,135,99539225.67524639
16049,16049,Clarion,PBZ,149,109861812.04156822
16057,16057,Butler,PBZ,269,198341123.75289834
16057,16057,Lawrence,PBZ,41,30230431.501371123
16057,16057,Mercer,PBZ,4,2949310.3903776705
16063,16063,Beaver,PBZ,13,9585258.76872743
16063,16063,Butler,PBZ,45,33179741.891748793
16102,16102,Lawrence,PBZ,86,63410173.39311992
16112,16112,Lawrence,PBZ,28,20645172.732643694
16113,16113,Mercer,PBZ,2,1474655.1951888353
16115,16115,Beaver,PBZ,140,103225863.66321847
16120,16120,Beaver,PBZ,13,9585258.76872743
16120,16120,Lawrence,PBZ,104,76682070.14981943
16143,16143,Lawrence,PBZ,62,45714311.05085389
16143,16143,Mercer,PBZ,24,17695862.342266023
16150,16150,Mercer,PBZ,90,66359483.78349759
16157,16157,Beaver,PBZ,16,11797241.561510682
16157,16157,Lawrence,PBZ,73,53824914.62439249
16217,16217,Clarion,PBZ,6,4423965.585566506
16217,16217,Forest,PBZ,19,14009224.354293935
16631,16631,Blair,CTP,2,1474655.1951888353
16635,16635,Blair,CTP,199,146728191.92128912
16637,16637,Blair,CTP,69,50875604.23401482
16641,16641,Blair,CTP,2,1474655.1951888353
16641,16641,Cambria,CTP,43,31705086.69655996
16646,16646,Cambria,CTP,62,45714311.05085389
16646,16646,Clearfield,CTP,2,1474655.1951888353
16647,16647,Huntingdon,CTP,110,81106035.73538594
16648,16648,Blair,CTP,215,158525433.4827998
17015,17015,Cumberland,CTP,392,289032418.2570117
17018,17018,Dauphin,CTP,153,112811122.43194589
17020,17020,Dauphin,CTP,12,8847931.171133012
17020,17020,Perry,CTP,200,147465519.51888353
17024,17024,Perry,CTP,113,83318018.52816918
17025,17025,Cumberland,CTP,52,38341035.07490972
17027,17027,Cumberland,CTP,3,2211982.792783253
17029,17029,Mifflin,CTP,4,2949310.3903776705
17030,17030,Dauphin,CTP,11,8110603.573538594
17220,17220,Franklin,CTP,50,36866379.87972088
17223,17223,Fulton,CTP,53,39078362.672504134
17225,17225,Franklin,CTP,290,213825003.3023811
17229,17229,Fulton,CTP,92,67834138.97868642
17229,17229,Huntingdon,CTP,11,8110603.573538594
17235,17235,Franklin,CTP,1,737327.5975944176
16226,16226,Armstrong,PBZ,210,154838795.4948277
16134,16134,Crawford,CLE,106,78156725.34500827
16134,16134,Mercer,PBZ,76,56036897.41717574
16117,16117,Beaver,PBZ,47,34654397.08693763
16117,16117,Lawrence,PBZ,87,64147500.990714334
16123,16123,Beaver,PBZ,63,46451638.64844831
16123,16123,Lawrence,PBZ,13,9585258.76872743
16650,16650,Bedford,CTP,169,124608363.99345657
16651,16651,Clearfield,CTP,136,100276553.2728408
16656,16656,Clearfield,CTP,95,70046121.77146968
16664,16664,Bedford,CTP,141,103963191.26081288
16669,16669,Huntingdon,CTP,369,272073883.5123401
16669,16669,Southern Centre,CTP,1,737327.5975944176
16680,16680,Cambria,CTP,1,737327.5975944176
16680,16680,Clearfield,CTP,26,19170517.53745486
16689,16689,Bedford,CTP,1,737327.5975944176
16689,16689,Fulton,CTP,60,44239655.85566506
16673,16673,Bedford,CTP,48,35391724.68453205
16673,16673,Blair,CTP,73,53824914.62439249
17032,17032,Dauphin,CTP,402,296405694.2329559
17032,17032,Perry,CTP,1,737327.5975944176
17238,17238,Fulton,CTP,191,140829571.14053378
16124,16124,Mercer,PBZ,94,69308794.17387526
16125,16125,Crawford,CLE,7,5161293.183160923
16125,16125,Mercer,PBZ,356,262488624.74361268
16133,16133,Mercer,PBZ,95,70046121.77146968
16140,16140,Lawrence,PBZ,1,737327.5975944176
16141,16141,Beaver,PBZ,22,16221207.147077188
16141,16141,Lawrence,PBZ,53,39078362.672504134
16142,16142,Lawrence,PBZ,58,42765000.66047622
16142,16142,Mercer,PBZ,96,70783449.3690641
16686,16686,Blair,CTP,354,261013969.54842383
16686,16686,Cambria,CTP,1,737327.5975944176
16686,16686,Huntingdon,CTP,131,96589915.28486872
16686,16686,Southern Centre,CTP,20,14746551.951888353
16686,16686,Northern Centre,CTP,15,11059913.963916264
16659,16659,Bedford,CTP,5,3686637.987972088
16661,16661,Clearfield,CTP,80,58986207.80755341
16662,16662,Bedford,CTP,31,22857155.525426947
16662,16662,Blair,CTP,159,117235088.01751241
16665,16665,Blair,CTP,2,1474655.1951888353
16666,16666,Clearfield,CTP,72,53087587.02679807
16666,16666,Northern Centre,CTP,8,5898620.780755341
17034,17034,Dauphin,CTP,2,1474655.1951888353
17240,17240,Cumberland,CTP,105,77419397.74741384
17240,17240,Franklin,CTP,64,47188966.24604273
17244,17244,Franklin,CTP,93,68571466.57628083
16671,16671,Clearfield,CTP,8,5898620.780755341
16672,16672,Bedford,CTP,15,11059913.963916264
16683,16683,Huntingdon,CTP,66,48663621.44123156
16685,16685,Huntingdon,CTP,41,30230431.501371123
16692,16692,Clearfield,CTP,69,50875604.23401482
17035,17035,Juniata,CTP,114,84055346.12576361
17035,17035,Perry,CTP,8,5898620.780755341
17037,17037,Perry,CTP,77,56774225.01477016
17039,17039,Lebanon,CTP,1,737327.5975944176
17246,17246,Franklin,CTP,8,5898620.780755341
16155,16155,Lawrence,PBZ,1,737327.5975944176
16156,16156,Lawrence,PBZ,140,103225863.66321847
16156,16156,Mercer,PBZ,39,28755776.306182288
16746,16746,Potter,CTP,139,102488536.06562406
16827,16827,Southern Centre,CTP,61,44976983.453259476
16847,16847,Clearfield,CTP,4,2949310.3903776705
16735,16735,Elk,CTP,357,263225952.3412071
16735,16735,McKean,CTP,548,404055523.48174083
16743,16743,McKean,CTP,311,229308882.8518639
16743,16743,Potter,CTP,39,28755776.306182288
17041,17041,Lebanon,CTP,2,1474655.1951888353
17042,17042,Lebanon,CTP,243,179170606.2154435
17043,17043,Cumberland,CTP,9,6635948.378349759
17251,17251,Franklin,CTP,8,5898620.780755341
16161,16161,Mercer,PBZ,1,737327.5975944176
16212,16212,Armstrong,PBZ,1,737327.5975944176
16829,16829,Northern Centre,CTP,163,120184398.40789008
16701,16701,McKean,CTP,718,529401215.0727919
16701,16701,Warren,CTP,61,44976983.453259476
16720,16720,Cameron,CTP,98,72258104.56425293
16720,16720,McKean,CTP,38,28018448.70858787
16720,16720,Potter,CTP,784,578064836.5140234
16729,16729,McKean,CTP,54,39815690.27009855
16734,16734,Elk,CTP,2,1474655.1951888353
16740,16740,McKean,CTP,154,113548450.02954032
17049,17049,Juniata,CTP,139,102488536.06562406
17049,17049,Snyder,CTP,1,737327.5975944176
17253,17253,Huntingdon,CTP,1,737327.5975944176
17254,17254,Franklin,CTP,2,1474655.1951888353
16228,16228,Armstrong,PBZ,1,737327.5975944176
16229,16229,Armstrong,PBZ,84,61935518.19793108
16229,16229,Butler,PBZ,9,6635948.378349759
16229,16229,Westmoreland,PBZ,7,5161293.183160923
16238,16238,Armstrong,PBZ,1,737327.5975944176
16333,16333,McKean,CTP,19,14009224.354293935
16345,16345,Warren,CTP,330,243318107.2061578
16329,16329,Warren,CTP,18,13271896.756699517
16745,16745,McKean,CTP,46,33917069.48934321
16748,16748,McKean,CTP,86,63410173.39311992
16748,16748,Potter,CTP,288,212350348.10719228
16749,16749,McKean,CTP,635,468203024.4724552
16801,16801,Southern Centre,CTP,110,81106035.73538594
16820,16820,Southern Centre,CTP,53,39078362.672504134
16823,16823,Southern Centre,CTP,365,269124573.1219624
16823,16823,Northern Centre,CTP,68,50138276.6364204
16828,16828,Southern Centre,CTP,195,143778881.53091145
17050,17050,Cumberland,CTP,127,93640604.89449105
17051,17051,Huntingdon,CTP,1,737327.5975944176
17051,17051,Mifflin,CTP,326,240368796.81578016
17053,17053,Cumberland,CTP,1,737327.5975944176
17053,17053,Perry,CTP,103,75944742.55222502
17055,17055,Cumberland,CTP,120,88479311.71133012
17055,17055,York,CTP,19,14009224.354293935
17063,17063,Mifflin,CTP,302,222672934.47351414
17063,17063,Snyder,CTP,18,13271896.756699517
17260,17260,Huntingdon,CTP,129,95115260.08967987
17261,17261,Franklin,CTP,5,3686637.987972088
16256,16256,Indiana,PBZ,134,98801898.07765196
16233,16233,Clarion,PBZ,122,89953966.90651895
16235,16235,Clarion,PBZ,102,75207414.9546306
16242,16242,Armstrong,PBZ,161,118709743.21270123
16242,16242,Clarion,PBZ,168,123871036.39586216
16246,16246,Indiana,PBZ,1,737327.5975944176
16248,16248,Armstrong,PBZ,2,1474655.1951888353
16248,16248,Clarion,PBZ,202,148940174.71407235
16249,16249,Armstrong,PBZ,92,67834138.97868642
16250,16250,Armstrong,PBZ,15,11059913.963916264
16833,16833,Clearfield,CTP,243,179170606.2154435
16834,16834,Clearfield,CTP,63,46451638.64844831
16834,16834,Northern Centre,CTP,2,1474655.1951888353
16839,16839,Clearfield,CTP,4,2949310.3903776705
16844,16844,Southern Centre,CTP,135,99539225.67524639
16844,16844,Northern Centre,CTP,82,60460863.002742246
16852,16852,Southern Centre,CTP,14,10322586.366321847
16859,16859,Clearfield,CTP,1,737327.5975944176
16859,16859,Northern Centre,CTP,103,75944742.55222502
16874,16874,Northern Centre,CTP,117,86267328.91854686
16881,16881,Clearfield,CTP,100,73732759.75944176
16915,16915,Potter,CTP,834,614931216.3937443
17074,17074,Perry,CTP,233,171797330.2394993
17103,17103,Dauphin,CTP,6,4423965.585566506
17112,17112,Dauphin,CTP,246,181382589.00822675
17073,17073,Lancaster,CTP,11,8110603.573538594
17073,17073,Lebanon,CTP,90,66359483.78349759
17082,17082,Juniata,CTP,203,149677502.3116668
17109,17109,Dauphin,CTP,25,18433189.93986044
17058,17058,Juniata,CTP,148,109124484.44397381
17263,17263,Franklin,CTP,1,737327.5975944176
17265,17265,Franklin,CTP,106,78156725.34500827
17266,17266,Cumberland,CTP,4,2949310.3903776705
17304,17304,Adams,CTP,86,63410173.39311992
16253,16253,Armstrong,PBZ,2,1474655.1951888353
16260,16260,Clarion,PBZ,27,19907845.135049276
16260,16260,Forest,PBZ,18,13271896.756699517
16263,16263,Armstrong,PBZ,13,9585258.76872743
16301,16301,Venango,PBZ,334,246267417.5965355
16317,16317,Crawford,CLE,4,2949310.3903776705
16317,16317,Venango,PBZ,100,73732759.75944176
16928,16928,Tioga,CTP,129,95115260.08967987
16930,16930,Tioga,CTP,164,120921726.00548449
16930,16930,Northern Lycoming,CTP,56,41290345.46528739
16933,16933,Tioga,CTP,349,257327331.56045175
16938,16938,Tioga,CTP,266,196129140.96011508
16938,16938,Northern Lycoming,CTP,99,72995432.16184735
16871,16871,Clearfield,CTP,28,20645172.732643694
16871,16871,Northern Clinton,CTP,87,64147500.990714334
16911,16911,Tioga,CTP,14,10322586.366321847
16853,16853,Southern Centre,CTP,1,737327.5975944176
16861,16861,Clearfield,CTP,51,37603707.4773153
16863,16863,Clearfield,CTP,89,65622156.18590317
17059,17059,Juniata,CTP,279,205714399.72884253
17060,17060,Huntingdon,CTP,69,50875604.23401482
17060,17060,Mifflin,CTP,3,2211982.792783253
17061,17061,Dauphin,CTP,110,81106035.73538594
17062,17062,Juniata,CTP,69,50875604.23401482
17062,17062,Perry,CTP,220,162212071.47077188
17065,17065,Cumberland,CTP,53,39078362.672504134
17067,17067,Berks,PHI,47,34654397.08693763
17067,17067,Lebanon,CTP,120,88479311.71133012
17306,17306,Adams,CTP,1,737327.5975944176
17307,17307,Adams,CTP,185,136405605.55496725
17307,17307,Cumberland,CTP,19,14009224.354293935
17309,17309,York,CTP,83,61198190.60033666
17319,17319,York,CTP,60,44239655.85566506
17362,17362,York,CTP,178,131244312.37180634
17368,17368,York,CTP,65,47926293.843637146
16322,16322,Forest,PBZ,9,6635948.378349759
16323,16323,Venango,PBZ,355,261751297.14601827
16327,16327,Crawford,CLE,204,150414829.9092612
16334,16334,Clarion,PBZ,25,18433189.93986044
16341,16341,Forest,PBZ,81,59723535.40514783
16341,16341,Venango,PBZ,178,131244312.37180634
16342,16342,Mercer,PBZ,9,6635948.378349759
16342,16342,Venango,PBZ,219,161474743.87317747
16344,16344,Venango,PBZ,3,2211982.792783253
16350,16350,Warren,CTP,170,125345691.591051
16352,16352,Warren,CTP,35,25806465.915804617
16372,16372,Venango,PBZ,4,2949310.3903776705
16407,16407,Crawford,CLE,16,11797241.561510682
16407,16407,Warren,CTP,96,70783449.3690641
16407,16407,Southern Erie,CLE,281,207189054.92403135
16411,16411,Southern Erie,CLE,2,1474655.1951888353
16411,16411,Northern Erie,CLE,50,36866379.87972088
16866,16866,Blair,CTP,1,737327.5975944176
16866,16866,Clearfield,CTP,50,36866379.87972088
16866,16866,Northern Centre,CTP,499,367926471.1996144
16872,16872,Southern Centre,CTP,205,151152157.5068556
16877,16877,Huntingdon,CTP,41,30230431.501371123
16877,16877,Southern Centre,CTP,55,40553017.86769297
16882,16882,Southern Centre,CTP,109,80368708.13779151
16912,16912,Tioga,CTP,75,55299569.81958132
16914,16914,Bradford,BGM,252,185806554.59379324
16914,16914,Tioga,CTP,16,11797241.561510682
16923,16923,Potter,CTP,265,195391813.36252066
16925,16925,Bradford,BGM,262,193179830.56973743
16926,16926,Bradford,BGM,90,66359483.78349759
17069,17069,Perry,CTP,2,1474655.1951888353
17070,17070,Cumberland,CTP,7,5161293.183160923
17070,17070,York,CTP,45,33179741.891748793
17370,17370,York,CTP,46,33917069.48934321
17371,17371,York,CTP,1,737327.5975944176
17316,17316,Adams,CTP,84,61935518.19793108
17316,17316,York,CTP,59,43502328.25807064
16424,16424,Crawford,CLE,290,213825003.3023811
16426,16426,Southern Erie,CLE,101,74470087.35703617
16438,16438,Crawford,CLE,109,80368708.13779151
16438,16438,Southern Erie,CLE,241,177695951.02025464
16351,16351,Forest,PBZ,45,33179741.891748793
16351,16351,Warren,CTP,277,204239744.53365368
16353,16353,Clarion,PBZ,51,37603707.4773153
16353,16353,Forest,PBZ,425,313364228.9776275
16353,16353,Venango,PBZ,51,37603707.4773153
16354,16354,Crawford,CLE,170,125345691.591051
16354,16354,Venango,PBZ,216,159262761.0803942
16354,16354,Warren,CTP,32,23594483.123021364
16360,16360,Crawford,CLE,105,77419397.74741384
16361,16361,Clarion,PBZ,8,5898620.780755341
16935,16935,Tioga,CTP,171,126083019.18864542
17313,17313,York,CTP,33,24331810.72061578
16362,16362,Mercer,PBZ,11,8110603.573538594
16362,16362,Venango,PBZ,84,61935518.19793108
16365,16365,Warren,CTP,488,359815867.6260758
16374,16374,Venango,PBZ,239,176221295.82506582
16403,16403,Crawford,CLE,290,213825003.3023811
16403,16403,Southern Erie,CLE,22,16221207.147077188
16404,16404,Crawford,CLE,302,222672934.47351414
16406,16406,Crawford,CLE,271,199815778.9480872
16410,16410,Southern Erie,CLE,72,53087587.02679807
16412,16412,Crawford,CLE,60,44239655.85566506
16412,16412,Southern Erie,CLE,221,162949399.0683663
16415,16415,Southern Erie,CLE,45,33179741.891748793
16415,16415,Northern Erie,CLE,36,26543793.513399035
16417,16417,Southern Erie,CLE,149,109861812.04156822
16417,16417,Northern Erie,CLE,19,14009224.354293935
16937,16937,Potter,CTP,24,17695862.342266023
16939,16939,Tioga,CTP,1,737327.5975944176
17003,17003,Lebanon,CTP,145,106912501.65119055
17080,17080,Dauphin,CTP,1,737327.5975944176
17081,17081,Cumberland,CTP,2,1474655.1951888353
